source,split,prompt_group_id
oasst1,test_source_holdout,pg_oasst1_d6fb3f38-6ff2-4c32-90ef-b3fda72d13c0_836c64fec4
oasst1,test_source_holdout,pg_oasst1_0e2e63b6-3631-44cb-8496-322c81bd3bbe_6127a6ced2
oasst1,test_source_holdout,pg_oasst1_bf39497e-4711-4589-9dfd-7be974f91f0b_0a8377baef
oasst1,test_source_holdout,pg_oasst1_3e307f54-722d-4323-94a8-fab57d9ef378_26675e1fb7
oasst1,test_source_holdout,pg_oasst1_5cfbabf1-b58f-4130-9548-0b9c6b179ba2_4bd765c5d5
oasst1,test_source_holdout,pg_oasst1_e9a99be8-fb01-4d40-9c8c-4c2cdc929b22_805d02f9f4
oasst1,test_source_holdout,pg_oasst1_bc0ab328-a619-4677-a83d-a2907ef3d702_d4947ab355
oasst1,test_source_holdout,pg_oasst1_77e4e06d-e14a-456b-bd39-44a82cca7a8f_abd58bf4b3
oasst1,test_source_holdout,pg_oasst1_6e2c5a13-7d60-4c7d-823f-f2062102b1f3_13fb9eae12
oasst1,test_source_holdout,pg_oasst1_52f499f7-5832-48a7-b154-3a98711167d8_230ac994f9
oasst1,test_source_holdout,pg_oasst1_a47f42b5-1aac-43a4-ba59-e12d1037247d_47b9c0e3dd
oasst1,test_source_holdout,pg_oasst1_f42a1c50-8405-421b-9f71-070d4152ba6d_780ead433f
oasst1,test_source_holdout,pg_oasst1_2d5b87bb-ea7f-41d3-9541-30a15d53929d_fdfd3aa3fb
oasst1,test_source_holdout,pg_oasst1_7e8d5daf-b859-4524-a815-7578cf792e1a_387a0c476a
oasst1,test_source_holdout,pg_oasst1_50ad2dbd-dabe-4c00-8116-7bd34923263a_de3c6b74d1
oasst1,test_source_holdout,pg_oasst1_beb0d598-9981-4456-ab3f-e8299dcc498b_b154e77a8b
oasst1,test_source_holdout,pg_oasst1_df7b6768-0aed-4275-aa8d-8c852b207e03_99cd2c74f4
oasst1,test_source_holdout,pg_oasst1_16af3c08-55cf-4617-9486-95fc11a0ba63_7220ad1c3b
oasst1,test_source_holdout,pg_oasst1_9bd54186-2258-4d41-9353-d5c71cdef1f1_2af9534789
oasst1,test_source_holdout,pg_oasst1_86beabae-7fed-4896-ac22-823bbbf790b9_ce82a5b564
oasst1,test_source_holdout,pg_oasst1_9d0fe39a-aad8-42e1-bf15-6fea5f245cbd_2d0c089988
oasst1,test_source_holdout,pg_oasst1_13da4afd-55c2-4e8e-9159-697ebe265d7d_5fb1e8685f
oasst1,test_source_holdout,pg_oasst1_b50181c1-47bf-4d1d-b221-395bb120dfc5_9652626ccb
oasst1,test_source_holdout,pg_oasst1_73df0734-715f-4eb2-b492-a7eaeb10266d_14db887dfa
oasst1,test_source_holdout,pg_oasst1_599a3625-0c6c-4957-a026-44ede33bd0d6_392a2cb403
oasst1,test_source_holdout,pg_oasst1_8b2815fb-7e97-40f7-ae9f-89d4c4b34f4f_356b3698a3
oasst1,test_source_holdout,pg_oasst1_c268990d-e946-4567-b4b1-7a404ea7c952_6af26c0ea9
oasst1,test_source_holdout,pg_oasst1_10fcac47-fee5-413e-b881-7263b830bd3f_7029376573
oasst1,test_source_holdout,pg_oasst1_d6b092b1-8af9-4cd5-b39e-6be70c5fe191_1d0eb9e57d
oasst1,test_source_holdout,pg_oasst1_834042d6-ba88-4de8-978e-ff77e05fbcfd_ce3ba1b2f4
oasst1,test_source_holdout,pg_oasst1_0b3754e6-29c5-411b-af95-6067c7d2f9f6_b941a5da20
oasst1,test_source_holdout,pg_oasst1_16abae0c-bb7b-4c2a-84a7-12cc0672f69d_0d71a99fa8
oasst1,test_source_holdout,pg_oasst1_832bbd0e-23e2-4ed4-b9ea-3c8e8ee96c1b_9c5650a867
oasst1,test_source_holdout,pg_oasst1_8897ea43-7ab7-4def-ae66-ee9f58b626bb_2fb0264a21
oasst1,test_source_holdout,pg_oasst1_4ad4df7a-bba8-451e-9555-a0e1e0d207de_56976df562
oasst1,test_source_holdout,pg_oasst1_bfde5431-a155-419e-9d0d-5014328c355e_decca119a8
oasst1,test_source_holdout,pg_oasst1_e4fa33ba-fd13-4c22-b1a0-30e3199f4f60_70017811e2
oasst1,test_source_holdout,pg_oasst1_77a91b3c-7c05-4f02-aaee-c37d269c1ab0_6f08a87715
oasst1,test_source_holdout,pg_oasst1_b30a7160-491e-408a-90a0-1db936ed934b_006064b22c
oasst1,test_source_holdout,pg_oasst1_546e4ec6-7186-4ec2-b1ba-53f2a5db4e8d_2b69107755
oasst1,test_source_holdout,pg_oasst1_72f07245-ac3b-4033-85e2-7399bd3d2820_7d2cdb53b2
oasst1,test_source_holdout,pg_oasst1_2d89db2c-133c-4a00-8e44-f88076fdcbc7_4db7b0713d
oasst1,test_source_holdout,pg_oasst1_701c3fd6-1224-47fe-afd2-29876c541fd5_70dc2b6388
oasst1,test_source_holdout,pg_oasst1_b69d8059-093e-4815-a313-1e4257755d58_3550ffeb1e
oasst1,test_source_holdout,pg_oasst1_42f2efe8-3a93-48cd-8ac7-cc138acb3f90_2c73bc3578
oasst1,test_source_holdout,pg_oasst1_e267f5f0-250a-4ea1-88f2-ef0f7c13e0e5_02847b7e3a
oasst1,test_source_holdout,pg_oasst1_82421023-b29d-46e6-a031-95f2ee0ee308_9da54a7960
oasst1,test_source_holdout,pg_oasst1_1fbd3b71-9fa6-4545-a7e9-83419fec32b3_f2ec8af76d
oasst1,test_source_holdout,pg_oasst1_e23adc74-2eb7-4059-9307-163329f50e83_0045a82284
oasst1,test_source_holdout,pg_oasst1_f61bb618-7f84-414a-abe9-ededd1c5af08_1b10c9fdf1
oasst1,test_source_holdout,pg_oasst1_d79204c2-dd06-4e59-913e-4599395f12ee_100a271569
oasst1,test_source_holdout,pg_oasst1_703e8f30-f333-4e06-905c-80ded7375e6d_0397adf6c4
oasst1,test_source_holdout,pg_oasst1_9f300c87-a0e1-4d1d-956d-0f04c94a580e_946e0c90ee
oasst1,test_source_holdout,pg_oasst1_c6625299-9cc4-40ec-8e6f-6abfdae8dd6d_a8eb392a19
oasst1,test_source_holdout,pg_oasst1_872ab66e-f253-44b0-9eb5-da2cae8ac4ab_35550ee290
oasst1,test_source_holdout,pg_oasst1_9ad65d96-ee83-47ac-b7d4-10fbceba3eff_3be1b67bfd
oasst1,test_source_holdout,pg_oasst1_48bff31f-61b2-4b7b-bd0c-941672fd3a04_4d365dd174
oasst1,test_source_holdout,pg_oasst1_079c691d-2d00-4895-b71a-78ab8f30945c_16dac80495
oasst1,test_source_holdout,pg_oasst1_8576410a-a1b7-4a37-a8aa-5062e6d818b7_9660a35112
oasst1,test_source_holdout,pg_oasst1_a9320f75-1ce0-41be-8262-b6e941d45a41_8cf35ceabb
oasst1,test_source_holdout,pg_oasst1_eb5ce270-2d63-40fb-9558-790d409ae16c_c95dd8125e
oasst1,test_source_holdout,pg_oasst1_12ba47ac-030a-4508-ba58-e8c2707e5f4e_db600dc4b4
oasst1,test_source_holdout,pg_oasst1_3ab0e344-492b-4c03-ae88-2ca821eaff09_ccbfc194c3
oasst1,test_source_holdout,pg_oasst1_1c1cae25-50a1-4541-9ed0-a6d3be77088d_cedd9cf298
oasst1,test_source_holdout,pg_oasst1_a86d82df-b4df-4668-92e4-618244bfd898_0eb7aafaac
oasst1,test_source_holdout,pg_oasst1_ade5a4c5-53d4-4857-9cfa-7af907a3fe70_84ffc1188d
oasst1,test_source_holdout,pg_oasst1_8b11f5a1-4e90-4f05-8cd0-8b1468efb124_68f1af5ac3
oasst1,test_source_holdout,pg_oasst1_ebc00179-9dfc-4fc5-8cc0-b2b087bbf349_21c2688c91
oasst1,test_source_holdout,pg_oasst1_a11737a6-16b7-41ca-89e2-71c09a7b8ee6_e6778d54a9
oasst1,test_source_holdout,pg_oasst1_e3ae8974-97e7-4177-add7-6da1029ab8ff_7960eb114c
oasst1,test_source_holdout,pg_oasst1_b4e37e3f-5226-4bad-8aa0-3bcd5c504de9_33d7a61311
oasst1,test_source_holdout,pg_oasst1_693cc40e-1663-4440-b59b-9cac33e0ddb5_b05755e6cb
oasst1,test_source_holdout,pg_oasst1_5d48bd2d-37e3-46a4-be39-ef67b53dcbdf_e36fde94e1
oasst1,test_source_holdout,pg_oasst1_56f20ce9-f37e-474e-a85a-f2ff1c054fa5_eb88f096c9
oasst1,test_source_holdout,pg_oasst1_65a7baec-593e-4f7f-8626-171240f8c41b_de39f9395e
oasst1,test_source_holdout,pg_oasst1_313d656c-544a-4f93-b95c-6dfde6bf5b10_6585cc2c19
oasst1,test_source_holdout,pg_oasst1_4f07817f-72c3-4651-8d52-3273570c4fa7_40e2988e7d
oasst1,test_source_holdout,pg_oasst1_bccee4ac-07f7-42a3-87c1-ede012e24446_599882c648
oasst1,test_source_holdout,pg_oasst1_b6671335-bb3b-4d0f-bcf3-d20ca125f8d3_6a154aabd1
oasst1,test_source_holdout,pg_oasst1_98bb3867-8f22-48ef-be54-87e54e81653f_c5f47d1589
