carrier,split,evaluation_only
expand-v1,train,false
direct-v1,train,false
expand-v1,train,false
direct-v1,train,false
expand-v1,train,false
direct-v1,train,false
expand-v1,train,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
direct-v1,test_source_holdout,false
structured-v1,test_source_holdout,false
rag-grounded-v1,train,true
rag-grounded-v1,test_id,true
rag-grounded-v1,train,true
rag-grounded-v1,test_id,true
rag-grounded-v1,test_id,true
rag-grounded-v1,calibration,true
rag-grounded-v1,train,true
rag-grounded-v1,test_id,true
rag-grounded-v1,calibration,true
rag-grounded-v1,test_id,true
rag-grounded-v1,test_id,true
rag-grounded-v1,calibration,true
rag-grounded-v1,calibration,true
rag-grounded-v1,train,true
rag-grounded-v1,train,true
rag-grounded-v1,train,true
rag-grounded-v1,train,true
rag-grounded-v1,train,true
rag-grounded-v1,train,true
rag-grounded-v1,train,true
rag-grounded-v1,train,true
rag-grounded-v1,train,true
rag-grounded-v1,train,true
rag-grounded-v1,train,true
rag-grounded-v1,train,true
rag-grounded-v1,train,true
rag-grounded-v1,test_id,true
rag-grounded-v1,train,true
rag-grounded-v1,train,true
rag-grounded-v1,train,true
rag-grounded-v1,calibration,true
rag-grounded-v1,train,true
rag-grounded-v1,train,true
rag-grounded-v1,train,true
rag-grounded-v1,test_id,true
rag-grounded-v1,calibration,true
rag-grounded-v1,train,true
rag-grounded-v1,test_id,true
rag-grounded-v1,test_id,true
rag-grounded-v1,train,true
rag-grounded-v1,train,true
rag-grounded-v1,train,true
rag-grounded-v1,test_id,true
rag-grounded-v1,train,true
rag-grounded-v1,train,true
rag-grounded-v1,train,true
rag-grounded-v1,test_id,true
rag-grounded-v1,train,true
rag-grounded-v1,train,true
rag-grounded-v1,test_id,true
rag-grounded-v1,train,true
rag-grounded-v1,train,true
rag-grounded-v1,train,true
rag-grounded-v1,test_id,true
rag-grounded-v1,train,true
rag-grounded-v1,train,true
rag-grounded-v1,train,true
rag-grounded-v1,train,true
rag-grounded-v1,train,true
rag-grounded-v1,train,true
